,Municipio,Agropecuária,Indústria,Administração pública,Serviços (exceto administração pública),Valor adicionado,Impostos líquido de subsídios,PIB,PIB per capita,Ano
1216,São Vicente,2347.3965928381926,414434.8189891508,1321416.5009104947,2959553.4850570913,4697752.201549575,323000.76180824835,5020752.963357823,14543.1695396932,2015
1217,Sarapuí,24601.74551138096,14883.368068758215,35700.499958814624,47912.19669003736,123097.81022899115,9329.748195868095,132427.55842485925,13839.226504844733,2015
1218,Sarutaiá,14619.067440367524,5071.409653209933,15738.492532349821,17642.24593805076,53071.21556397804,398.8412874859589,53470.056851463996,14734.102191089554,2015
1219,Sebastianópolis do Sul,27878.443703907626,598558.772439179,19542.58025585404,74043.91123595786,720023.7076348986,27891.482442158256,747915.1900770569,234750.53046988603,2015
1220,Serra Azul,22527.579291460228,12209.944050575625,46381.34779595393,40997.66160986907,122116.53274785886,3853.448670478603,125969.98141833747,10709.911700249742,2015
1221,Serra Negra,38779.8223113863,91306.3964891801,102403.22941485976,358798.3585830524,591287.8067984786,39726.08126398586,631013.8880624644,23387.3425025931,2015
1222,Serrana,14217.631967989024,102794.3388005087,163315.0716415606,451555.5172123311,731882.5596223895,76716.53884101011,808599.0984633996,19354.6627043755,2015
1223,Sertãozinho,54894.015462222575,1580931.8626004464,482706.4468392659,2172788.8685897305,4291321.193491666,572856.703643477,4864177.897135142,41633.95214611701,2015
1224,Sete Barras,102993.26286466609,13126.530712572405,51265.53258022797,67556.93573117696,234942.26188864344,7471.403084924593,242413.66497356803,19098.216731550307,2015
1225,Severínia,9360.877461142458,331605.2186919035,62614.89199463469,116196.05896095284,519777.04710863344,22795.43119581287,542572.4783044463,33209.23480869423,2015
1226,Silveiras,6628.684528845119,2964.1657831426314,28269.255789170285,19703.77712508685,57565.883226244885,2701.758237970844,60267.64146421573,10047.95622944577,2015
1227,Socorro,56909.51971480827,79233.35722990512,129713.71672736786,373173.0892655506,639029.6829376318,52567.96882988629,691597.6517675181,18271.58203924647,2015
1228,Sorocaba,44440.13500550003,8169971.300678084,2428238.3255188344,14176875.009511724,24819524.77071414,5964006.617916716,30783531.38863086,49353.22528915277,2015
1229,Sud Mennucci,21587.66152664071,59847.70582589991,37644.14781217344,101637.23607681142,220716.75124152546,19803.26439215022,240520.01563367568,31689.06661840259,2015
1230,Sumaré,116805.02224327934,3305531.2433313443,930169.562761308,4670340.901105162,9022846.729441093,3235323.3513295474,12258170.080770642,46524.10080754001,2015
1231,Suzanápolis,17982.948942983214,184904.75542918404,20444.522495993333,32508.144444183068,255840.37131234363,8809.407693892772,264649.7790062364,71759.70146589924,2015
1232,Suzano,261927.2440037769,2501385.7259443686,931024.8631176958,3680292.6770898104,7374630.510155652,1659698.0429641223,9034328.553119775,32632.33985349492,2015
1233,Tabapuã,47145.34766458299,36915.0577892288,45678.87683228895,92729.34929860107,222468.6315847018,11075.186537625726,233543.81812232753,20012.32374655763,2015
1234,Tabatinga,32510.744840631804,14925.638392688026,54782.58380370469,85527.18418839051,187746.15122541503,8756.454522252568,196502.6057476676,12837.434229285138,2015
1235,Taboão da Serra,142.26646017201168,1975556.8734423306,876472.0183130605,3843858.4508263823,6696029.609041945,1201012.59749363,7897042.206535575,29848.14156544322,2015
1236,Taciba,36034.99383701991,7189.327991090451,33203.67202896638,33323.50367096816,109751.4975280449,3546.0446574648445,113297.54218550974,19245.378322661752,2015
1237,Taguaí,25145.806053922424,18036.313525878024,42266.52043290801,81139.940233283,166588.58024599147,11813.480228703032,178402.0604746945,14696.602724663853,2015
1238,Taiaçu,14933.076486060656,2692.7755754165373,22208.74805722054,28156.858283620182,67991.45840231792,2600.64293345197,70592.10133576988,11828.435210417207,2015
1239,Taiúva,13143.889569567866,3184.524345044088,23640.93801350342,41257.13442829656,81226.48635641193,5089.696487596843,86316.18284400877,13588.819717255788,2015
1240,Tambaú,48208.3445760563,67651.72511359764,81488.21316838477,209718.41724521157,407066.7001032503,42084.61075813076,449151.310861381,19895.96061401466,2015
1241,Tanabi,76930.6564900503,584219.4915060936,97509.1173507522,279934.9797445554,1038594.2450914516,57540.27088808769,1096134.5159795391,44448.09683222656,2015
1242,Tapiraí,56658.734168538394,15176.498243580489,31489.226668905314,39651.62602011265,142976.08510113685,3964.282134980674,146940.3672361175,18882.082656915638,2015
1243,Tapiratiba,51958.72970503101,58154.35166113078,46275.79694821265,97986.11868746766,254374.9970018421,16771.39977071671,271146.3967725588,21431.10945088198,2015
1244,Taquaral,-2298.9100972596407,1154.1932806236696,12879.580642869736,12834.476398655974,24569.34022488974,2044.577148289619,26613.91737317936,9745.118042174794,2015
1245,Taquaritinga,78210.14348549137,175436.25774563986,200961.97659937828,657387.4700214297,1111995.8478519393,92430.6667793245,1204426.5146312637,22220.66148794834,2015
1246,Taquarituba,49144.16666546457,56447.406742182065,78529.03907659263,299485.38611722155,483605.9986014608,43738.772100751405,527344.7707022121,23145.3989950058,2015
1247,Taquarivaí,67653.2414742159,8230.131884443,25549.316805239425,63890.40047564897,165323.0906395473,9878.72485647879,175201.8154960261,32206.21608382833,2015
1248,Tarabai,11124.870345342764,8123.597109841674,27702.663420510922,36056.0738874493,83007.20476314466,4757.26100524527,87764.46576838993,12646.17662368731,2015
1249,Tarumã,52894.95363125989,475159.7976038313,62080.847602645794,316390.7998265908,906526.3986643278,99460.4931119265,1005986.8917762543,72487.8867110718,2015
1250,Tatuí,101137.44440318324,798888.5756844905,420416.8114548828,1667426.1307448375,2987868.9622873943,485452.2379276385,3473321.200215033,30517.521572170674,2015
1251,Taubaté,18200.551760929564,4581162.335198749,1187394.7966075866,5676136.012075922,11462893.695643187,2846129.7908872017,14309023.486530388,48706.26344204338,2015
1252,Tejupá,37607.362116159944,2781.8588424858376,20695.48241730058,16404.74856296017,77489.45193890654,-679.8577260421523,76809.59421286438,16269.77212727481,2015
1253,Teodoro Sampaio,75074.42026718234,552354.442640493,86136.58263215877,220332.15567266586,933897.6012124999,38314.92068539174,972212.5218978917,44332.53633825316,2015
1254,Terra Roxa,21685.748265227354,9370.750446912105,33029.11400337127,43063.3431268649,107148.95584237564,3439.8968347060163,110588.85267708165,12538.418670870935,2015
1255,Tietê,48456.29328602307,485083.5115570412,160888.24070376353,796273.7596549067,1490701.8052017344,196597.30121716822,1687299.1064189025,43229.717568571206,2015
1256,Timburi,13477.98376373493,2550.423457649861,13920.86863161507,14616.757255078246,44566.0331080781,853.187087887232,45419.22019596533,17502.589670892226,2015
1257,Torre de Pedra,1746.669674908055,1527.4479471732484,11750.452619384467,6847.739399836499,21872.30964130227,518.2683027686612,22390.57794407093,9794.653518841176,2015
1258,Torrinha,25958.8744448373,18495.861075456232,32923.0683220515,85660.7036248688,163038.50746721384,12382.612295846551,175421.1197630604,18426.5882104055,2015
1259,Trabiju,6898.512664402118,4131.168850687308,10479.742385002264,9117.866320847355,30627.290220939045,1483.5557455912985,32110.845966530345,19809.28190409028,2015
1260,Tremembé,5936.57931129908,107810.73699110349,161151.0047004201,288522.7799681071,563421.1009709297,58130.289160232845,621551.3901311626,14211.436576988353,2015
1261,Três Fronteiras,22910.70498355457,7814.251520905237,22221.41390756672,30102.15052159864,83048.52093362517,3143.021082856314,86191.54201648149,15694.017118805807,2015
1262,Tuiuti,28263.066453543146,6567.706201444797,23950.99161526048,45903.77971684212,104685.54398709054,5485.596045938441,110171.14003302898,17576.761332646616,2015
1263,Tupã,106459.09940177157,242725.29512789892,210125.00137436634,883414.8174173991,1442724.213321436,118118.65001252231,1560842.8633339582,24731.708629778615,2015
1264,Tupi Paulista,29704.50379415834,13711.47319527578,56497.12301398859,137708.64744237612,237621.74744579883,11053.06525009232,248674.81269589116,16845.60443678981,2015
1265,Turiúba,8585.184393372303,1702.8540038675446,12348.585691417724,8487.180014068836,31123.804102726408,709.7095425628378,31833.513645289248,16528.304073358904,2015
1266,Turmalina,16065.538777709784,2110.8215720677704,12203.067424074949,9821.334894171416,40200.76266802392,846.6472420642915,41047.40991008821,21775.814275908866,2015
1267,Ubarana,23781.79421485489,376376.98917864985,27442.425549288957,43060.25943756982,470661.46838036354,9790.674512737456,480452.142893101,84423.14933985258,2015
1268,Ubatuba,18685.97587743649,225565.62202090988,331159.65959633555,1049807.0108850794,1625218.2683797614,89453.04934145823,1714671.3177212195,20439.51982025533,2015
1269,Ubirajara,10764.189055070408,4203.948381168193,19886.761215356186,25163.400917694453,60018.299569289244,2910.2688973257928,62928.568466615034,13839.579605589406,2015
1270,Uchoa,29339.0484761932,71743.28377288242,40610.61446795799,85522.561715882,227215.5084329156,27145.072635641693,254360.5810685573,26529.05518028341,2015
1271,União Paulista,14670.504262084654,3920.2619359375212,11436.304426882647,10069.741312180615,40096.81193708544,656.1204887544341,40752.93242583988,24373.76341258366,2015
1272,Urânia,40040.689159648355,20848.116840113373,29863.889125202448,60821.42312744113,151574.11825240531,7692.711742871399,159266.82999527673,18233.180308560586,2015
1273,Uru,12213.046197128286,1804.3936214310718,9446.744813915124,7759.888478944809,31224.07311141929,711.5952881542346,31935.668399573526,26112.566148465678,2015
1274,Urupês,63309.26189811851,24404.53589510396,51095.42047569141,131351.76959947206,270160.987868386,14798.905923721843,284959.8937921078,21994.43453165389,2015
1275,Valentim Gentil,17121.71562929015,162900.97894508936,45773.05326587811,109962.33400084983,335758.08184110746,32385.763404512338,368143.84524561977,30819.911699089138,2015
1276,Valinhos,38152.62626656025,1119458.452802071,484874.08888579626,2468180.5174836707,4110665.6854380984,917124.2465452562,5027789.9319833545,42775.139799075674,2015
1277,Valparaíso,69251.05746961075,505191.9269463547,92272.46157499717,245279.42632160906,911994.8723125716,68722.53650686475,980717.4088194363,42087.26327437286,2015
1278,Vargem,8103.849521532795,9540.14725603253,35078.79895568373,44472.90313963275,97195.6988728818,6346.403823761507,103542.1026966433,10995.232313543942,2015
1279,Vargem Grande do Sul,38894.32419209592,106524.57645730385,141410.1961093639,464774.73005575594,751603.8268145196,83935.42172702785,835539.2485415475,20659.67530948613,2015
1280,Vargem Grande Paulista,31161.993504494712,600783.375294892,186477.37500269682,825582.9466296509,1644005.6904317345,263516.8378671357,1907522.5282988702,39752.47532143108,2015
1281,Várzea Paulista,1628.8285419759673,660033.0631654729,384558.16835405625,907863.7844238833,1954083.8444853886,326385.01910875505,2280468.8635941437,19942.710283199478,2015
1282,Vera Cruz,11028.310126691535,8244.391467958372,40355.41401843127,60530.55501795774,120158.67063103893,5097.590664059218,125256.26129509814,11789.934233348846,2015
1283,Vinhedo,12671.584131018224,1845447.4203667492,374146.5996557665,3148440.9154887586,5380706.5196422925,1766363.5094544983,7147070.029096791,100613.36002107117,2015
1284,Viradouro,21178.52369984787,22048.80683890298,66408.2978699304,136740.19536466963,246375.82377335086,20120.50556161737,266496.32933496824,14926.421492940979,2015
1285,Vista Alegre do Alto,21069.17762214202,117542.6573059875,32705.912935315602,104067.64531125154,275385.39317469666,35264.01585632306,310649.4090310197,41458.6159123208,2015
1286,Vitória Brasil,5258.840678908674,1453.3412471465736,11180.747404486849,8977.797353473898,26870.726684015994,855.4250234230929,27726.151707439087,15834.46699453974,2015
1287,Votorantim,7258.6703681182435,1703434.0218219908,419843.21366506146,1812061.1506935188,3942597.0565486895,552462.2742781793,4495059.330826869,39279.77254582757,2015
1288,Votuporanga,30150.203552394385,524662.5768367769,299275.9584539218,1453251.6348026483,2307340.3736457415,215992.46206049583,2523332.8357062372,28519.647317452414,2015
1289,Zacarias,30007.510135466095,6166.864797065828,17565.556531994225,15264.37415994404,69004.30562447019,1875.3434471306573,70879.64907160084,28836.309630431588,2015
1290,Adamantina,41846,129807.378,151041.03,584588.161,907282.569,72693.082,979975.651,28923.193752677464,2016
1291,Adolfo,29063.042,7848.505,21010.455,30746.584,88668.586,3087.524,91756.109,26291.14883543735,2016
1292,Aguaí,115538.074,255531.433,117795.261,322988.475,811853.242,83778.935,895632.177,26155.954003220068,2016
1293,Águas da Prata,17026.532,17035.289,30940.047,63476.61,128478.479,8157.198,136635.677,17698.921833081982,2016
1294,Águas de Lindóia,5835.331,38547.348,79098.678,286443.181,409924.538,30430.732,440355.27,24526.861401762188,2016
1295,Águas de Santa Bárbara,43725.226,11838.825,31965.339,57179.18,144708.569,7858.543,152567.112,26300.139979135638,2016
1296,Águas de São Pedro,0,8375.862,20200.967,85425.489,114002.317,6014.801,120017.118,40464.30155630577,2016
1297,Agudos,59124.466,760900.825,160142.514,630838.973,1611006.778,321762.114,1932768.891,54405.880120908056,2016
1298,Alambari,29980.448,7543.059,23090.135,27499.573,88113.215,3925.355,92038.57,16962.50834347194,2016
1299,Alfredo Marcondes,6309.857,16770.886,18126.312,26120.843,67327.898,10597.944,77925.842,19884.113847068853,2016
1300,Altair,137924.578,8455.324,19522.199,33668.59,199570.692,4040.401,203611.092,51534.065406677306,2016
1301,Altinópolis,155438.003,20886.139,63544.538,200648.504,440517.185,18060.388,458577.572,29471.566347167878,2016
1302,Alto Alegre,39194.232,5735.305,20856.118,30140.67,95926.325,4843.788,100770.113,24838.57838460503,2016
1303,Alumínio,1817.804,902237.794,86349.898,371410.239,1361815.735,507956.01,1869771.744,106691.68298332833,2016
1304,Álvares Florence,45236.851,3726.383,19078.87,24384.071,92426.175,2001.715,94427.89,25336.1659164167,2016
1305,Álvares Machado,24513.667,84329.235,91410.671,218104.123,418357.696,57182.982,475540.677,20116.78485202849,2016
1306,Álvaro de Carvalho,10978.361,2639.232,17835.468,15594.909,47047.97,1274.401,48322.371,9896.041554380477,2016
1307,Alvinlândia,10164.279,3415.45,16015.452,15223.304,44818.486,757.741,45576.227,14659.44913497444,2016
1308,Americana,10812.109,2596051.633,920625.11,5469639.001,8997127.853,1438309.555,10435437.408,46342.030293966716,2016
1309,Américo Brasiliense,19833.856,262027.878,133049.064,332029.594,746940.392,80838.6,827778.992,21766.47362453271,2016
